ra,dec,source_type,z_spec,z_phot,mag_g,mag_r,mag_z,reference
177.0319 ,29.0869 ,SER,0.7031373,0.7155 ,21.8935 ,19.9356 ,18.2358 ,Huang et al. 2021
177.1381 ,19.5009 ,SER,0.44546556,0.4366 ,20.4149 ,18.5225 ,17.5146 ,The Master Lens Database
177.3266 ,7.0891 ,REX,-99,0.3620 ,21.4343 ,19.7848 ,18.9869 ,
177.8572 ,-2.9214 ,SER,-99,0.1002 ,20.1856 ,19.8530 ,19.5959 ,
178.0775 ,8.8170 ,SER,-99,0.3402 ,20.4790 ,18.8900 ,18.0237 ,Huang et al. 2021
178.6008 ,8.2388 ,DEV,-99,0.6971 ,23.2450 ,21.3184 ,19.7286 ,
179.0228 ,19.1869 ,SER,0.5454256,0.5379 ,21.1380 ,19.2110 ,17.9611 ,Huang et al. 2021
179.3231 ,9.7381 ,DEV,-99,0.8436 ,21.2593 ,20.1500 ,18.5185 ,Stein et al.2022
179.3542 ,28.7891 ,DEV,-99,0.7817 ,22.8770 ,21.1743 ,19.2744 ,
179.4623 ,-8.3401 ,REX,-99,0.6971 ,21.2160 ,20.4544 ,19.2970 ,Stein et al.2022
179.6614 ,-5.7352 ,SER,-99,0.2604 ,18.8343 ,17.4818 ,16.7342 ,
180.0926 ,-3.0527 ,DEV,-99,0.4492 ,21.4119 ,19.7970 ,18.7340 ,
180.1825 ,2.5757 ,SER,0.2999,0.2995 ,19.2781 ,17.6671 ,16.8265 ,
180.3616 ,29.0116 ,DEV,0.5204,0.5368 ,21.5700 ,20.0126 ,18.8685 ,
180.7894 ,26.0433 ,SER,-99,0.6008 ,20.6100 ,19.4336 ,18.4582 ,
180.8572 ,29.2708 ,DEV,0.6501,0.6838 ,22.2739 ,20.4302 ,18.8876 ,
181.0290 ,28.5577 ,SER,0.3641,0.3659 ,20.3186 ,18.5565 ,17.6183 ,
181.0404 ,-4.8232 ,SER,-99,0.2476 ,19.7066 ,18.3194 ,17.5511 ,
181.0632 ,-4.2916 ,SER,-99,0.2494 ,20.0958 ,18.7535 ,17.9897 ,
181.2129 ,17.3570 ,SER,0.4597,0.4341 ,20.2169 ,18.5436 ,17.5006 ,
181.2230 ,13.9648 ,SER,0.5458613,0.5560 ,21.3268 ,19.5734 ,18.3247 ,Stein et al.2022
181.2648 ,17.5534 ,EXP,0.5632,0.5741 ,21.0396 ,19.8381 ,18.8954 ,
181.4467 ,2.2795 ,SER,-99,0.6067 ,22.1965 ,20.4001 ,19.0234 ,
181.4669 ,14.6576 ,SER,-99,0.1711 ,19.3933 ,18.7543 ,18.2500 ,Stein et al.2022
181.6892 ,22.7196 ,SER,-99,0.1764 ,18.7544 ,17.5775 ,16.8223 ,
181.7113 ,-4.2889 ,SER,-99,0.2036 ,18.8445 ,17.7874 ,17.0729 ,
182.7337 ,-2.2276 ,DEV,-99,0.4260 ,22.3141 ,20.9940 ,19.9513 ,Huang et al. 2021
182.9793 ,20.4835 ,DEV,-99,0.7149 ,21.6612 ,19.7395 ,18.0415 ,
183.2613 ,-5.7300 ,DEV,-99,0.7097 ,23.6985 ,22.3195 ,19.9502 ,
183.2904 ,13.6576 ,EXP,-99,0.8282 ,22.3688 ,21.0584 ,19.4200 ,Stein et al.2022
183.3195 ,-0.8096 ,DEV,-99,0.7780 ,22.6844 ,20.9618 ,19.1970 ,
183.3839 ,-8.1969 ,DEV,-99,0.6348 ,22.9980 ,21.2197 ,19.7637 ,
183.5571 ,31.3280 ,SER,0.0653,0.0657 ,17.9013 ,17.5178 ,17.3014 ,
183.9113 ,26.1926 ,SER,0.4428,0.4021 ,19.3743 ,17.5261 ,16.5306 ,
184.4564 ,26.0105 ,SER,0.43389487,0.3983 ,20.0183 ,18.4026 ,17.3522 ,Stein et al.2022
184.6321 ,4.2492 ,DEV,-99,0.8739 ,23.5104 ,21.5309 ,19.6310 ,Stein et al.2022
184.6321 ,4.2492 ,DEV,-99,0.8739 ,23.5104 ,21.5309 ,19.6310 ,
184.9937 ,18.8802 ,DEV,0.5439,0.5421 ,21.4315 ,19.4766 ,18.2040 ,
185.0208 ,26.4909 ,DEV,-99,0.7207 ,22.7994 ,20.6588 ,18.9705 ,Huang et al. 2021
185.1026 ,-2.7003 ,SER,-99,0.3979 ,19.8939 ,18.4871 ,17.6312 ,
185.2098 ,1.4695 ,DEV,-99,0.4239 ,21.6607 ,20.0278 ,19.0585 ,
185.2776 ,13.8077 ,DEV,-99,0.6576 ,22.6576 ,21.0489 ,19.6236 ,
185.9464 ,5.1131 ,SER,-99,0.2155 ,19.4053 ,18.2678 ,17.5929 ,
186.0206 ,12.2406 ,DEV,-99,0.7510 ,22.8586 ,21.4375 ,19.8626 ,
186.0899 ,-7.1587 ,DEV,-99,0.4056 ,22.0993 ,20.5778 ,19.7507 ,
186.2634 ,30.6181 ,DEV,-99,0.6244 ,22.5568 ,20.7450 ,19.3179 ,
186.2934 ,12.4542 ,SER,-99,0.3956 ,20.0804 ,18.5845 ,17.6585 ,
186.6660 ,13.9532 ,EXP,0.7403,0.7474 ,23.0276 ,20.9830 ,19.2329 ,
186.8778 ,13.7089 ,EXP,-99,0.8263 ,22.3003 ,21.1436 ,19.6247 ,
187.2555 ,7.2983 ,DEV,-99,0.4406 ,22.2365 ,20.6528 ,19.7068 ,
187.2767 ,-3.1850 ,DEV,-99,0.5863 ,21.6915 ,20.2108 ,19.0188 ,
187.3124 ,14.3889 ,DEV,-99,0.8312 ,23.4502 ,21.7356 ,19.9027 ,Stein et al.2022
187.3124 ,14.3889 ,DEV,-99,0.8312 ,23.4502 ,21.7356 ,19.9027 ,
187.6218 ,8.9960 ,SER,0.0894,0.1182 ,17.9876 ,17.5474 ,17.1795 ,
188.3981 ,16.1326 ,EXP,-99,0.3744 ,20.9230 ,19.5474 ,18.6500 ,
188.4067 ,31.1302 ,EXP,-99,0.4030 ,22.1140 ,20.5661 ,19.5911 ,
188.6868 ,23.0144 ,SER,-99,0.3449 ,20.3608 ,18.7280 ,17.8787 ,
188.9747 ,-5.5518 ,SER,-99,0.1747 ,18.5980 ,17.5664 ,16.8526 ,
189.2482 ,25.3442 ,DEV,0.6387434,0.6325 ,21.1716 ,19.2730 ,17.7676 ,Huang et al. 2021
190.0217 ,14.1341 ,REX,-99,0.3964 ,20.5434 ,19.1898 ,18.3803 ,
190.4579 ,19.7922 ,DEV,-99,0.2750 ,19.3599 ,17.9916 ,17.1955 ,
190.6122 ,6.5043 ,SER,0.2285,0.2295 ,19.0339 ,17.6631 ,16.9056 ,
190.7929 ,21.3329 ,SER,0.34804356,0.3536 ,19.8296 ,18.0866 ,17.2061 ,Huang et al. 2021
191.2226 ,4.2210 ,SER,0.3217948,0.3272 ,19.5923 ,17.9417 ,17.0977 ,Huang et al. 2021
191.2226 ,4.2210 ,SER,0.3217948,0.3272 ,19.5923 ,17.9417 ,17.0977 ,SuGOHI5
191.3160 ,19.0924 ,SER,0.4330982,0.4451 ,20.3979 ,18.5279 ,17.5234 ,Huang et al. 2021
191.3373 ,19.8407 ,SER,0.6349,0.4880 ,20.5087 ,19.4965 ,18.7261 ,
191.4897 ,1.5898 ,SER,0.4696,0.4495 ,20.6374 ,19.0060 ,17.9972 ,
191.4966 ,24.6329 ,DEV,-99,0.8226 ,23.3417 ,21.5601 ,19.6142 ,Stein et al.2022
191.5623 ,-6.1668 ,SER,-99,0.3235 ,19.3794 ,17.7603 ,16.8055 ,
191.7869 ,-4.3236 ,DEV,-99,0.7638 ,23.0227 ,21.3549 ,19.7144 ,
191.8657 ,16.7446 ,EXP,-99,0.8714 ,22.2015 ,21.3603 ,19.8344 ,Stein et al.2022
191.8657 ,16.7446 ,EXP,-99,0.8714 ,22.2015 ,21.3603 ,19.8344 ,
191.9513 ,-7.2264 ,SER,-99,0.1176 ,20.2645 ,19.7795 ,19.4690 ,
192.1823 ,13.9856 ,DEV,-99,0.7572 ,22.2740 ,20.9490 ,19.3165 ,
192.3612 ,28.5142 ,DEV,0.2403,0.2430 ,17.8667 ,16.4398 ,15.6121 ,
192.3814 ,22.4189 ,REX,-99,0.5754 ,20.8880 ,19.8343 ,18.9855 ,Stein et al.2022
193.0067 ,6.2367 ,DEV,0.3754,0.3817 ,20.5701 ,18.7738 ,17.8705 ,
193.2024 ,10.2117 ,DEV,-99,0.5133 ,23.8267 ,22.7945 ,19.8857 ,Stein et al.2022
193.3659 ,-6.3604 ,DEV,-99,0.3755 ,20.3576 ,18.6678 ,17.7180 ,
193.6684 ,31.7884 ,REX,-99,0.4701 ,20.7226 ,19.4953 ,18.7011 ,
194.0146 ,19.3542 ,SER,-99,0.5741 ,20.7851 ,19.8087 ,19.1307 ,
194.1842 ,9.2080 ,REX,-99,0.2542 ,19.6035 ,18.4388 ,17.7610 ,
194.6332 ,10.6164 ,SER,0.3914,0.3781 ,19.5027 ,17.7163 ,16.7898 ,
194.7185 ,4.1241 ,DEV,0.6046,0.6256 ,21.4181 ,20.0944 ,18.9105 ,
194.8097 ,3.5962 ,EXP,-99,0.8147 ,21.1695 ,20.4454 ,19.3434 ,Stein et al.2022
194.8376 ,11.6490 ,SER,-99,0.2927 ,19.4304 ,18.1172 ,17.2816 ,Huang et al. 2020
195.0799 ,-6.0092 ,SER,-99,0.3487 ,19.5157 ,17.8347 ,16.9572 ,
195.2422 ,9.6583 ,REX,-99,0.3371 ,23.0701 ,21.7767 ,19.9814 ,
195.6601 ,4.2135 ,REX,-99,0.4608 ,20.6962 ,19.6841 ,18.8779 ,
196.3629 ,20.3684 ,SER,0.2838,0.2813 ,18.9853 ,17.4573 ,16.6273 ,
196.5029 ,26.1775 ,EXP,-99,0.7316 ,21.5534 ,20.5346 ,19.4169 ,
196.6381 ,17.9711 ,SER,-99,0.2878 ,20.7382 ,19.5695 ,18.3885 ,
197.0766 ,29.7797 ,DEV,-99,0.6858 ,23.1493 ,21.2433 ,19.6973 ,
197.4870 ,16.9179 ,REX,-99,0.3967 ,22.5207 ,20.7128 ,19.8178 ,
197.5869 ,31.2123 ,REX,-99,0.6779 ,21.1961 ,20.3549 ,19.2501 ,Stein et al.2022
197.8760 ,-5.8714 ,SER,-99,0.4795 ,20.3754 ,18.4446 ,17.3150 ,
198.0104 ,20.5305 ,REX,-99,0.8212 ,21.7221 ,20.9487 ,19.8386 ,
198.2009 ,22.4869 ,REX,-99,0.5307 ,21.2064 ,19.7912 ,18.7405 ,
198.2028 ,30.6423 ,DEV,0.58603203,0.6083 ,21.3058 ,19.8135 ,18.5695 ,Huang et al. 2021
198.2488 ,4.6017 ,SER,-99,0.3019 ,19.9300 ,18.3915 ,17.5897 ,
198.2504 ,8.0510 ,SER,0.5909418,0.6001 ,21.0207 ,19.0024 ,17.5714 ,Stein et al.2022
198.6052 ,19.1076 ,DEV,-99,0.7593 ,22.5318 ,20.7897 ,19.0604 ,
199.0319 ,26.2091 ,SER,-99,0.7286 ,22.8364 ,20.9545 ,19.2880 ,
199.7131 ,16.3005 ,DEV,-99,0.7832 ,22.8211 ,20.8903 ,19.0935 ,
199.9215 ,22.0204 ,REX,0.62,0.6230 ,21.0214 ,19.8288 ,18.6747 ,
199.9666 ,32.6491 ,DEV,0.6310656,0.6347 ,20.5608 ,19.0852 ,17.7102 ,Stein et al.2022
199.9666 ,32.6491 ,DEV,0.6311,0.6347 ,20.5608 ,19.0852 ,17.7102 ,
200.0505 ,-8.5058 ,SER,-99,0.6058 ,20.7126 ,19.2214 ,17.9561 ,Huang et al. 2021
200.1945 ,6.7833 ,REX,-99,0.9375 ,22.6242 ,21.6695 ,19.8909 ,Stein et al.2022
200.1945 ,6.7833 ,REX,-99,0.9375 ,22.6242 ,21.6695 ,19.8909 ,
200.2896 ,29.3007 ,SER,0.2073,0.2008 ,18.4831 ,17.3533 ,16.6526 ,
200.6841 ,18.7177 ,SER,0.6939,0.6987 ,22.4520 ,20.5669 ,18.9360 ,
200.7689 ,3.7218 ,SER,0.3535,0.3589 ,19.5104 ,17.7417 ,16.8288 ,
201.0214 ,29.3688 ,SER,-99,0.2491 ,20.1029 ,18.7100 ,17.9650 ,
201.2567 ,2.9358 ,DEV,-99,0.5750 ,21.6309 ,20.0739 ,18.9115 ,
201.3124 ,16.8894 ,SER,-99,0.5652 ,20.6197 ,19.5372 ,18.7055 ,
201.7368 ,-2.6517 ,DEV,-99,0.6065 ,22.5585 ,20.8708 ,19.5325 ,
202.0028 ,8.0072 ,SER,0.6006,0.5560 ,21.2575 ,20.0400 ,18.9579 ,
202.2420 ,25.4505 ,DEV,0.7035,0.6923 ,22.1310 ,20.3576 ,18.7937 ,
202.7518 ,-9.4190 ,DEV,-99,0.2313 ,20.6264 ,20.0843 ,19.5715 ,
202.8956 ,3.5275 ,DEV,0.7196,0.7113 ,22.0070 ,20.2823 ,18.6728 ,
202.8957 ,-7.0206 ,EXP,-99,0.4460 ,20.4749 ,19.3146 ,18.6142 ,
202.9464 ,-0.5768 ,DEV,-99,0.4776 ,22.0911 ,20.3147 ,19.2639 ,
203.4462 ,17.4837 ,SER,-99,0.2030 ,18.7866 ,17.5485 ,16.7779 ,
203.8323 ,-9.6974 ,SER,-99,0.5128 ,20.7675 ,19.2009 ,18.1621 ,
203.8331 ,-8.4487 ,SER,-99,0.5126 ,21.4947 ,20.1458 ,19.1411 ,Huang et al. 2021
204.1595 ,-4.8313 ,SER,-99,0.6048 ,20.5248 ,19.1578 ,17.9937 ,
204.3909 ,15.5516 ,SER,0.257,0.2600 ,19.0828 ,17.6165 ,16.8418 ,
204.7850 ,16.4254 ,EXP,-99,0.7422 ,21.2213 ,20.4046 ,19.3855 ,
205.1256 ,22.3604 ,EXP,-99,0.7097 ,21.7206 ,20.5479 ,19.3095 ,
205.1685 ,-9.4124 ,DEV,-99,0.6376 ,22.0233 ,20.5474 ,19.2519 ,
205.1982 ,15.6434 ,DEV,-99,0.6321 ,22.1992 ,20.6320 ,19.2820 ,
205.2876 ,12.8268 ,SER,0.3594,0.3590 ,19.7594 ,18.0289 ,17.1276 ,
205.3412 ,-4.3779 ,SER,0.277,0.2614 ,18.8564 ,17.3977 ,16.6199 ,
205.4070 ,20.0800 ,SER,-99,0.2345 ,22.3787 ,20.8864 ,19.8526 ,
206.0993 ,-1.6071 ,SER,0.48703265,0.4841 ,21.0972 ,19.5416 ,18.4270 ,Huang et al. 2021
206.9151 ,-2.1474 ,SER,0.3226,0.3194 ,19.3439 ,17.7054 ,16.8151 ,
207.2661 ,12.9668 ,DEV,-99,0.5901 ,22.9423 ,21.0753 ,19.7100 ,
207.3574 ,26.9060 ,SER,0.765,0.7144 ,21.6718 ,20.3121 ,18.8255 ,
207.4002 ,13.8952 ,DEV,-99,0.3853 ,19.6662 ,18.3699 ,17.5125 ,
207.8190 ,7.7810 ,SER,-99,0.2272 ,19.5561 ,18.2001 ,17.4230 ,
207.9182 ,3.4529 ,SER,0.169,0.1713 ,18.5846 ,17.4520 ,16.7139 ,
208.6688 ,19.1370 ,DEV,-99,0.7498 ,23.1583 ,21.2554 ,19.5337 ,Huang et al. 2021
208.7573 ,29.6704 ,DEV,-99,0.5040 ,21.1249 ,19.5139 ,18.5645 ,
208.8037 ,17.0180 ,DEV,-99,0.7153 ,23.0612 ,21.2251 ,19.5891 ,
208.8292 ,13.4276 ,SER,0.5966,0.7159 ,22.3395 ,20.4755 ,18.8566 ,
209.0021 ,12.1304 ,DEV,-99,0.3566 ,22.1783 ,20.6038 ,19.7207 ,
209.0084 ,32.5431 ,REX,-99,0.4484 ,21.7324 ,20.5691 ,19.7157 ,
209.2218 ,-5.3941 ,EXP,-99,0.8211 ,21.5093 ,20.6573 ,19.4391 ,
209.7020 ,-4.3961 ,DEV,-99,0.3362 ,19.8280 ,18.6199 ,17.8729 ,Huang et al. 2021
209.8393 ,9.6393 ,SER,-99,0.1698 ,20.5734 ,19.7409 ,19.0312 ,
209.9508 ,28.8567 ,SER,0.2494,0.2515 ,19.0720 ,17.6312 ,16.8623 ,
210.0861 ,10.3753 ,DEV,0.7728,0.7820 ,22.1736 ,20.8555 ,19.2619 ,
210.6016 ,29.2996 ,DEV,0.6239,0.6300 ,22.3064 ,20.5310 ,19.1019 ,
210.7249 ,17.7546 ,REX,-99,0.2039 ,18.9076 ,18.2267 ,17.6986 ,
211.2052 ,32.5226 ,SER,0.234,0.2195 ,18.7003 ,17.4285 ,16.6631 ,
211.5657 ,7.9669 ,DEV,-99,0.8676 ,23.6732 ,21.7606 ,19.8698 ,
211.9221 ,32.3015 ,SER,0.3585,0.3416 ,19.3502 ,17.7361 ,16.8633 ,
212.1614 ,25.5178 ,DEV,0.6632969,0.6640 ,21.4559 ,19.5952 ,18.0077 ,Stein et al.2022
212.2009 ,6.3840 ,DEV,-99,0.4574 ,22.0934 ,20.2280 ,19.1716 ,
212.2600 ,24.9884 ,SER,-99,0.2042 ,18.7634 ,17.5098 ,16.7821 ,
212.5048 ,19.7519 ,REX,-99,0.9596 ,22.7879 ,21.5381 ,19.5864 ,
212.8671 ,-1.0851 ,SER,-99,0.1544 ,20.7401 ,20.2648 ,19.9684 ,
213.1381 ,-4.4031 ,SER,-99,0.1921 ,20.4739 ,19.8618 ,19.4606 ,
213.5652 ,6.0288 ,DEV,-99,0.6914 ,22.1628 ,20.6548 ,19.1859 ,
214.0170 ,28.3596 ,DEV,-99,0.6567 ,21.8540 ,20.2458 ,18.8310 ,
214.0188 ,10.4562 ,REX,0.6114,0.5821 ,20.9770 ,19.9734 ,19.1160 ,
214.1335 ,-7.7420 ,EXP,-99,0.0747 ,19.6996 ,19.4100 ,19.1915 ,
214.2510 ,7.7385 ,SER,-99,0.2135 ,20.6430 ,19.4239 ,18.7080 ,
214.4553 ,19.3239 ,DEV,-99,0.6284 ,21.9303 ,20.2030 ,18.8094 ,
214.6244 ,-3.8080 ,SER,-99,0.3177 ,21.4067 ,20.2595 ,19.1523 ,
215.0339 ,30.1006 ,SER,0.5882,0.6238 ,21.6816 ,20.0530 ,18.7107 ,
215.0615 ,-2.1316 ,DEV,-99,0.7242 ,22.4393 ,20.8886 ,19.3074 ,
215.1638 ,12.9717 ,DEV,0.5377496,0.5502 ,21.3735 ,19.5332 ,18.2953 ,Huang et al. 2021
215.2654 ,0.3719 ,SER,-99,0.6614 ,21.0664 ,19.7543 ,18.4062 ,Huang et al. 2020
215.5076 ,9.3434 ,REX,-99,0.2354 ,20.4453 ,19.4872 ,18.4847 ,
215.8289 ,-6.6287 ,DEV,-99,0.7809 ,22.5278 ,21.1019 ,19.4411 ,
215.8532 ,7.7331 ,DEV,-99,0.7378 ,22.8387 ,21.0146 ,19.3523 ,
215.9700 ,24.1505 ,SER,-99,0.0302 ,17.7873 ,17.4769 ,17.2969 ,
216.3843 ,3.4806 ,DEV,0.5294,0.5227 ,21.3333 ,19.8915 ,18.8240 ,
216.8280 ,-6.7541 ,SER,-99,0.2644 ,18.3181 ,16.7898 ,15.9731 ,Huang et al. 2020
216.8824 ,20.5797 ,SER,-99,0.9078 ,21.6436 ,20.9562 ,19.5347 ,
216.9525 ,19.4084 ,DEV,-99,0.7771 ,22.8712 ,21.2748 ,19.6100 ,
217.0936 ,3.3000 ,SER,0.5884678,0.6646 ,21.5840 ,20.1531 ,18.7697 ,Huang et al. 2021
217.0936 ,3.3000 ,SER,0.5884678,0.6646 ,21.5840 ,20.1531 ,18.7697 ,SuGOHI8
217.4321 ,30.6205 ,DEV,-99,0.8994 ,21.8922 ,20.8590 ,19.2570 ,
217.4784 ,12.0433 ,DEV,0.5531663,0.5461 ,22.5160 ,20.5475 ,19.2073 ,Huang et al. 2020
217.9243 ,24.9398 ,SER,-99,0.2883 ,20.9368 ,19.8660 ,18.9630 ,
217.9373 ,10.7627 ,SER,-99,0.5066 ,21.2634 ,19.5568 ,18.4145 ,
218.0433 ,0.8438 ,DEV,0.4805,0.4708 ,21.0908 ,19.1740 ,18.0841 ,
218.0446 ,-0.7104 ,SER,-99,0.0873 ,20.5535 ,20.2015 ,19.9586 ,
218.2479 ,-7.2268 ,SER,-99,0.3356 ,18.4744 ,16.8093 ,15.8905 ,Huang et al. 2021
218.3265 ,0.7955 ,SER,0.3555,0.3947 ,20.4885 ,19.1528 ,18.2747 ,
218.4715 ,14.0687 ,DEV,-99,0.6310 ,22.9061 ,21.2857 ,19.9597 ,Huang et al. 2021
218.4886 ,-0.3132 ,EXP,-99,0.2655 ,20.5395 ,19.8100 ,19.2923 ,
218.4889 ,-0.3129 ,DEV,0.4027,0.3280 ,20.9432 ,19.2329 ,18.1829 ,
218.6884 ,16.9367 ,DEV,-99,0.6890 ,23.4982 ,21.9930 ,19.8051 ,
218.7075 ,30.6330 ,SER,0.5605,0.5620 ,20.7099 ,18.8887 ,17.6022 ,
218.8192 ,13.6707 ,DEV,-99,0.7692 ,23.1725 ,21.1403 ,19.3134 ,
219.9855 ,32.8402 ,DEV,0.41756403,0.4086 ,19.3694 ,17.5546 ,16.5981 ,Huang et al. 2020
220.3015 ,20.9199 ,SER,-99,0.2387 ,18.8837 ,17.7873 ,17.0837 ,
220.3862 ,-0.8995 ,SER,-99,0.4542 ,20.0028 ,18.0818 ,16.8005 ,SuGOHI6
220.8753 ,14.5127 ,DEV,-99,0.6774 ,23.3231 ,21.1531 ,19.5741 ,
220.9600 ,33.2722 ,DEV,-99,0.6699 ,22.6668 ,21.1560 ,19.7715 ,
221.0742 ,-0.2399 ,REX,0.6057,0.5687 ,21.4320 ,20.2079 ,19.1542 ,
221.1131 ,24.4417 ,SER,-99,0.4536 ,22.2931 ,20.2505 ,19.1851 ,
221.2130 ,-7.8548 ,SER,-99,0.1493 ,18.5847 ,17.6432 ,16.9380 ,
221.4063 ,4.9046 ,DEV,0.42175,0.3894 ,21.0767 ,19.7195 ,18.7674 ,Huang et al. 2021
221.4378 ,28.0307 ,SER,0.31976578,0.3245 ,19.6894 ,18.0565 ,17.1701 ,Stein et al.2022
221.4378 ,28.0321 ,EXP,-99,0.3123 ,22.0361 ,20.6320 ,19.7744 ,
223.2316 ,7.6281 ,DEV,-99,0.9421 ,23.7385 ,21.3944 ,19.2718 ,
223.3068 ,20.8173 ,DEV,-99,0.1627 ,18.5656 ,17.4387 ,16.5777 ,
223.4362 ,1.3928 ,EXP,-99,0.7360 ,22.7869 ,21.4263 ,19.9564 ,
223.6155 ,7.7390 ,SER,-99,0.6512 ,21.2549 ,19.4876 ,17.9970 ,
224.7407 ,11.6497 ,REX,-99,0.4997 ,20.6723 ,19.2549 ,18.2629 ,
225.1094 ,-1.5134 ,DEV,-99,0.8860 ,23.4547 ,22.0492 ,19.9041 ,
225.1751 ,9.2879 ,DEV,-99,0.3442 ,20.8903 ,19.2283 ,18.3373 ,
225.8283 ,13.4699 ,SER,-99,0.3001 ,19.2074 ,18.1367 ,17.3565 ,
225.8356 ,12.6653 ,SER,-99,0.2889 ,19.3512 ,18.0470 ,17.2317 ,
226.2619 ,33.9141 ,DEV,-99,0.8463 ,23.8622 ,21.6854 ,19.6908 ,
226.5823 ,5.7950 ,DEV,0.6034,0.5980 ,21.5662 ,19.7708 ,18.3837 ,
226.9381 ,5.3823 ,DEV,0.59454495,0.5852 ,21.3413 ,19.5295 ,18.1608 ,Huang et al. 2021
226.9622 ,3.8821 ,REX,-99,0.3012 ,21.3317 ,19.8542 ,19.1205 ,
227.1632 ,-6.7806 ,SER,-99,0.3817 ,22.0068 ,20.7299 ,19.0327 ,
227.4713 ,2.3711 ,SER,-99,0.5404 ,21.5917 ,20.2651 ,19.1709 ,
227.5364 ,20.6236 ,SER,-99,0.6906 ,21.6926 ,19.7779 ,18.1336 ,Huang et al. 2021
227.5926 ,14.2754 ,REX,-99,0.3607 ,20.8278 ,19.2042 ,18.1210 ,
227.8337 ,5.6539 ,DEV,-99,0.8448 ,23.0979 ,21.5061 ,19.5950 ,
228.2935 ,5.9962 ,SER,-99,0.3302 ,21.0195 ,19.4151 ,18.5023 ,
228.3830 ,17.6441 ,SER,-99,0.2585 ,18.7632 ,17.4211 ,16.6071 ,
228.4624 ,-3.4634 ,SER,-99,0.6586 ,22.0067 ,20.0644 ,18.4195 ,Huang et al. 2021
228.7408 ,11.0786 ,SER,-99,0.5985 ,20.7582 ,19.9007 ,19.1025 ,
229.4614 ,4.8029 ,EXP,-99,0.1176 ,20.7356 ,20.2637 ,19.8899 ,
229.4894 ,33.3313 ,SER,-99,0.3138 ,20.7400 ,20.0198 ,19.4285 ,
229.6066 ,8.5710 ,DEV,-99,0.1721 ,21.5045 ,19.2676 ,17.9566 ,
229.7213 ,9.2304 ,DEV,-99,0.7658 ,22.6810 ,21.0496 ,19.3327 ,Huang et al. 2021
229.9990 ,19.1805 ,SER,-99,0.0890 ,19.7514 ,19.3988 ,19.6813 ,
230.2280 ,13.2000 ,DEV,-99,0.7248 ,21.7903 ,20.3880 ,18.8803 ,Stein et al.2022
230.5321 ,32.8538 ,DEV,-99,0.7458 ,22.0477 ,20.5435 ,18.9477 ,Huang et al. 2021
230.7214 ,25.5911 ,DEV,-99,0.6454 ,22.1321 ,20.5794 ,19.2375 ,
230.8356 ,18.9549 ,SER,-99,0.4771 ,20.8392 ,19.7596 ,18.7864 ,
230.9668 ,9.7139 ,DEV,0.6104,0.6063 ,21.3538 ,19.4798 ,18.0349 ,
230.9711 ,4.9138 ,DEV,-99,0.6287 ,22.8632 ,20.9983 ,19.5198 ,Huang et al. 2021
231.2629 ,8.2788 ,SER,0.2263,0.2289 ,19.0375 ,17.6513 ,16.8789 ,
231.3206 ,28.8625 ,EXP,-99,0.5567 ,22.5627 ,20.9612 ,19.7512 ,
231.7983 ,9.0838 ,SER,0.5834,0.5789 ,21.5429 ,19.5483 ,18.1556 ,
231.8201 ,12.9511 ,DEV,-99,0.7616 ,22.8187 ,21.3473 ,19.7683 ,Huang et al. 2021
232.0997 ,28.8364 ,SER,0.224,0.2180 ,18.1137 ,16.7730 ,15.9954 ,
232.3559 ,23.9982 ,EXP,-99,0.2341 ,20.9803 ,20.1992 ,19.5976 ,
232.4498 ,24.9409 ,SER,-99,0.3256 ,20.7865 ,19.1390 ,18.2409 ,
232.4826 ,9.3190 ,DEV,-99,0.2176 ,19.5884 ,18.4172 ,17.5531 ,Stein et al.2022
232.4830 ,10.6132 ,SER,-99,0.3822 ,20.6624 ,19.9393 ,19.5786 ,
232.4838 ,9.3186 ,DEV,0.3006,0.2820 ,19.1553 ,17.6519 ,16.8171 ,
232.6362 ,3.1539 ,SER,-99,0.2144 ,20.7201 ,20.1113 ,19.7035 ,
232.6523 ,27.5550 ,DEV,-99,0.3110 ,20.4455 ,19.0299 ,18.2024 ,
232.7059 ,11.8441 ,DEV,-99,0.5793 ,22.7557 ,21.0740 ,19.8600 ,
232.8948 ,-0.3206 ,DEV,0.6731,0.7010 ,22.5456 ,20.7554 ,19.1242 ,
234.2879 ,18.2991 ,REX,-99,0.2187 ,19.6717 ,18.5593 ,17.7598 ,
234.4783 ,14.7232 ,DEV,-99,0.8050 ,22.3945 ,21.1597 ,19.5191 ,Huang et al. 2021
234.8063 ,11.7178 ,SER,-99,0.7080 ,22.1840 ,20.4334 ,18.8080 ,Huang et al. 2021
234.8707 ,16.8379 ,SER,0.40952054,0.4088 ,19.7677 ,17.8628 ,16.8873 ,Huang et al. 2021
235.2821 ,19.8274 ,REX,-99,0.4137 ,22.5778 ,20.8868 ,19.9867 ,
236.3351 ,24.6376 ,DEV,0.5914,0.6100 ,22.7001 ,20.7564 ,19.3060 ,
236.4854 ,10.0292 ,DEV,0.6638322,0.6463 ,21.1371 ,19.4267 ,17.8936 ,Huang et al. 2021
236.5188 ,19.8930 ,SER,-99,0.3410 ,21.1469 ,19.4815 ,18.5587 ,
236.6363 ,1.0787 ,SER,0.2595,0.2613 ,18.0880 ,16.5270 ,15.6489 ,
